matrix;MATRIX;MATRIX;MATRIX
linat;ICO_LINAT;ACC_LINAT;prod_LinaT
workflow;WORKFLOW;WORKFLOW;WORKFLOW
mercator;ICO_MERCATOR;acc_MERCATOR;prod_MERCATOR
stddb;ICO_STDDB;acc_STDDB;prod_STDDB
talkcore;ICO_TALKCORE;acc_TALKCORE;prod_TALKCORE
talkmig;ICO_TALKMIG;acc_TALKMIG;prod_TALKMIG
talkolap;ICO_TALKOLAP;acc_TALKOLAP;prod_TALKOLAP
wldb;ICO_WLDB;acc_WLDB;prod_WLDB
smartdb;SmartDB;SmartDB;prod_SMARTDB
